nric_id,name,country,email,phone,type,password,membership_id,points,points_redeemed,expiry,tier
S8111362V,Beverlee Stealey,Indonesia,bstealeyfc@indiatimes.com,(739) 1661657,member,Vi62Hy4,8293334479,16769,4710,3/29/2020,gold
S0097989A,Alfreda Oxtoby,Russia,aoxtobyfd@yelp.com,(637) 1861846,non-member,FtzpcSM9Ul,7509213673,22823,20369,3/28/2019,silver
S4420982R,Nichol Grinval,Norway,ngrinvalfe@vinaora.com,(927) 3629690,member,CMadEhvRrMru,4640698445,38199,3660,12/31/2018,gold
S7582309J,Abbe Auletta,Indonesia,aaulettaff@harvard.edu,(670) 4897479,non-member,8Ks3OYJiLq,5251429606,38532,35473,11/22/2020,gold
S7646634L,Waite Troman,France,wtromanfg@smugmug.com,(602) 2255638,non-member,CFEsyKsDf,2230956868,17586,33629,3/3/2019,silver
S4320095X,Bern Manske,Palestinian Territory,bmanskefh@ovh.net,(435) 4236320,member,GmzwzGQNBFY,5785766485,1480,37976,7/22/2020,bronze
S2099002C,Quintus Highwood,Vietnam,qhighwoodfi@is.gd,(763) 7920511,non-member,iQuoOZ,3150049199,34299,13785,10/21/2020,bronze
S6439485G,Ricca Heaford,Brazil,rheafordfj@drupal.org,(484) 8314318,non-member,unFrUr,3073091874,14561,30755,5/12/2020,silver
S6317918F,Jinny Vasilyonok,China,jvasilyonokfk@about.me,(996) 7981792,member,sQ41NgwW,8657844494,23420,12281,4/25/2020,silver
S5823436D,Karlotte Wreford,Honduras,kwrefordfl@hao123.com,(400) 2414125,non-member,nkGPka,1173961542,23885,30286,6/27/2019,silver
S7931954Z,Cazzie Moxon,China,cmoxonfm@economist.com,(521) 5406411,member,Vp84Wzlg6y,5858760082,26165,16942,5/18/2020,silver
S0478400I,Nikkie Shardlow,Portugal,nshardlowfn@123-reg.co.uk,(783) 8098513,non-member,6QneImPf,1176588788,28875,19254,11/24/2018,gold
S5744768N,Tammy Ramsbottom,Russia,tramsbottomfo@drupal.org,(566) 7254251,non-member,vXfOV6ds,7391275603,9582,38879,10/6/2020,gold
S4575758X,Douglas Dragonette,Philippines,ddragonettefp@prweb.com,(636) 5191175,non-member,PTTyfEb,5705369573,31364,11705,2/13/2020,silver
S7300734O,Kathlin Grebert,Russia,kgrebertfq@china.com.cn,(270) 8926003,member,gJWt4kzS1bQ7,6708041995,35977,35705,2/24/2019,gold
S9173747Z,Reinold Peeke-Vout,Portugal,rpeekevoutfr@wikimedia.org,(423) 4991778,non-member,vQoxjk,8862933509,26277,16932,11/10/2019,silver
S5299805U,Kalinda Dellit,Cuba,kdellitfs@oracle.com,(468) 7625508,non-member,kmeL6QqT,1095789309,30227,16577,9/9/2020,bronze
S4151524U,Alejandro Eriksson,Sweden,aerikssonft@uiuc.edu,(336) 7903489,non-member,oYY2mxxXT24,5913126955,31545,21044,6/25/2020,bronze
S3391787F,Kameko Blumsom,Portugal,kblumsomfu@marriott.com,(448) 4577703,non-member,jiNrtu0,0721719090,34647,15339,5/14/2020,bronze
S0651688H,Brit Levesque,Afghanistan,blevesquefv@ihg.com,(284) 1718468,member,9f3hAm,8169234654,30468,30704,4/28/2020,bronze
S1670861J,Farlie Karys,Colombia,fkarysfw@vk.com,(102) 2835818,non-member,zA0SdV,8478447199,22490,13458,10/30/2019,silver
S0568126B,Janie Atherley,Portugal,jatherleyfx@domainmarket.com,(686) 9765367,non-member,zyfpXhK6Sh8,0951071297,37108,8973,8/29/2020,gold
S5892369M,Bentlee Trewin,China,btrewinfy@blogspot.com,(335) 1040800,non-member,4Ed6K6,7682747455,13834,37719,10/14/2018,bronze
S1450195O,Dorry Ridgwell,Indonesia,dridgwellfz@themeforest.net,(294) 9852309,member,ZgbfEpOd40sg,9840790625,18259,12945,11/12/2019,bronze
S7212789L,Mireielle Piper,Canada,mpiperg0@fc2.com,(361) 4537451,non-member,rGiGgdOSbF2,1555595316,575,11360,8/31/2019,bronze
S3327589U,Laney Peiser,China,lpeiserg1@vinaora.com,(989) 7155340,non-member,BwCWSNMTPvh,6549974208,26012,29253,10/18/2020,gold
S9419089P,Holly-anne Lambdin,Russia,hlambding2@photobucket.com,(282) 1916121,member,16PRXcCZD4mA,3920741935,35273,29311,12/6/2020,silver
S4358905Y,Othilia Hinkley,Croatia,ohinkleyg3@ycombinator.com,(334) 9396575,non-member,IlWpGLpt,0402180836,122,5711,9/26/2019,silver
S5195632A,Ceil Matuszynski,Philippines,cmatuszynskig4@imdb.com,(597) 6887258,non-member,s84Uku,2757043862,16092,7810,11/13/2020,bronze
S7707882B,Maurene Brownhall,China,mbrownhallg5@auda.org.au,(884) 4095357,non-member,oqUCRhQ,1819124320,20395,24514,5/31/2020,gold
S7366550W,Romy Jozef,Nigeria,rjozefg6@globo.com,(461) 8727877,member,4qPLu0uagRkm,7332547880,29476,36009,3/7/2019,silver
S2750053K,Dwight Spinke,China,dspinkeg7@privacy.gov.au,(832) 4019211,non-member,bFP8sB,4256573437,20793,29043,12/13/2018,silver
S9587624Q,Danna Titterton,Czech Republic,dtittertong8@paginegialle.it,(157) 1940614,member,gphUxVX,6367943390,13275,21816,5/20/2020,gold
S2569052M,Fina Avrasin,Russia,favrasing9@hp.com,(813) 7760722,non-member,mLzovBPjJ0,9579116059,2928,38594,12/16/2018,bronze
S4863699B,Griffy Petofi,Japan,gpetofiga@reverbnation.com,(803) 7824181,member,MgLV4npDo4oD,1125979186,15642,18017,12/1/2019,bronze
S7389952V,Ronni McEntegart,Costa Rica,rmcentegartgb@google.com.hk,(664) 1863579,member,cXVsoPoH,5230335300,22168,2337,10/28/2020,silver
S2640127E,Brant Angeau,Madagascar,bangeaugc@1688.com,(888) 7793929,member,9jsECN,1831141558,15795,22854,11/11/2019,gold
S9868569Y,Dedie Orvis,France,dorvisgd@clickbank.net,(908) 5523392,non-member,932OIEoyoIum,6752873933,4780,6236,8/31/2020,bronze
S2002173J,Evey Sabates,China,esabatesge@gmpg.org,(850) 7330590,member,vZiiGR,0470433906,9926,26923,7/9/2019,gold
S4250829G,Anders Barta,Russia,abartagf@twitpic.com,(525) 4656806,non-member,Sndo1jY,1006196943,34148,12644,9/5/2019,bronze
S8505448P,Webster Farndale,Mongolia,wfarndalegg@altervista.org,(500) 7719010,non-member,aHzxKqioQ,4117301373,36235,23305,11/17/2020,silver
S7738555J,Kevon Liddel,Colombia,kliddelgh@pinterest.com,(824) 1680668,non-member,tmHhu5Iz,5728128343,21195,26929,7/8/2019,silver
S4308175O,Derwin Moar,France,dmoargi@earthlink.net,(344) 9367223,non-member,RyVW6eInmLIU,6441963175,2588,18094,7/14/2020,bronze
S2174972E,Gray Dikels,China,gdikelsgj@blogger.com,(213) 8523629,non-member,FUqE406DtfaL,6551286887,33084,11526,2/19/2019,silver
S4129505E,Stevie Peetermann,China,speetermanngk@ucoz.com,(969) 7429542,non-member,EphZDlMdqitp,4785664746,17507,38742,2/21/2019,silver
S0861954V,Erminia Roycraft,Russia,eroycraftgl@npr.org,(301) 6413960,member,AZHNeh,2088899553,10343,5541,9/2/2019,gold
S8022708K,Charyl Brassill,Mexico,cbrassillgm@cbc.ca,(148) 8315565,member,G7WHuuxJV,3839021464,4062,34933,1/20/2020,bronze
S8668281Z,Frank Grattan,Indonesia,fgrattangn@apache.org,(101) 6874923,member,px7X97,1149782722,8651,3406,6/26/2019,silver
S7756723Q,Rogers Kermit,China,rkermitgo@tamu.edu,(864) 3613813,non-member,wajtxZsa3Ax,7140440166,15517,2239,9/23/2019,silver
S0188110K,Terry Prandi,Indonesia,tprandigp@mapy.cz,(108) 9017760,non-member,VQ5ROiPrt,1446414949,7024,30536,4/24/2020,bronze
S9160796S,Morgan Hardiker,Indonesia,mhardikergq@blogger.com,(554) 2968306,member,jTiYnA,9692170802,24328,35149,8/3/2020,bronze
S0147913T,Dale Trynor,Honduras,dtrynorgr@google.fr,(702) 3669291,non-member,mUEmgqCS,6531272589,10887,21670,12/11/2020,bronze
S4119912M,Buddy O'Grogane,Indonesia,bogroganegs@linkedin.com,(560) 8378024,non-member,eOlh2Qu3TVbF,5338086646,30304,25993,10/14/2019,bronze
S8155560G,Carmine Deas,Democratic Republic of the Congo,cdeasgt@washington.edu,(468) 8219162,member,YHZIz0C,8758168249,34906,2771,5/1/2019,silver
S2245131L,Linoel Delong,Nigeria,ldelonggu@si.edu,(539) 8351241,non-member,LUk0Oaarlg,4870954087,38792,2615,10/28/2018,bronze
S2828238Z,Tatiania Code,China,tcodegv@4shared.com,(312) 5562736,non-member,anrDmVeeK3,2218408589,13908,18847,12/12/2019,bronze
S5140009S,Ravid Prettyjohn,Sweden,rprettyjohngw@vk.com,(355) 8434604,member,nDOfJcmaS00,9484997236,21220,32236,2/21/2019,gold
S7446440Y,Katharina Binner,Nigeria,kbinnergx@reuters.com,(892) 4728244,non-member,2JTYcgraaT,9945921908,28223,27959,12/9/2020,bronze
S6947415S,Cam Kupka,Morocco,ckupkagy@arstechnica.com,(493) 3871660,member,OGQhYAJEjH,5328672844,25113,24154,4/1/2019,silver
S5926931L,Ginni Batrim,Sweden,gbatrimgz@va.gov,(158) 3035191,non-member,ormUI4FJ,9264952918,15535,669,9/27/2019,bronze
S1035761V,Alysa Ricca,Colombia,ariccah0@cbsnews.com,(817) 6494517,member,6qunUDAXF,9686475567,20841,14722,7/19/2019,silver
S5041855A,Eartha Quennell,Myanmar,equennellh1@discuz.net,(238) 1424445,member,Mth81l,4010943378,13469,34956,12/14/2020,silver
S1362192S,Johnathan Brayshay,France,jbrayshayh2@washington.edu,(130) 8129829,non-member,vTOCCH,8735791403,31488,15826,3/30/2020,gold
S1488489G,Samuele Messingham,Brazil,smessinghamh3@japanpost.jp,(623) 3396995,member,VjRtcH,5702990552,30728,34811,12/7/2019,gold
S8235469I,Roarke Vanstone,Portugal,rvanstoneh4@shareasale.com,(535) 4382102,member,HyIA2RTPexn,6007103994,38545,3981,9/17/2020,bronze
S2473816P,Davidson Summerson,China,dsummersonh5@aboutads.info,(360) 7810356,non-member,bCJoK5NglFX,2091429112,18542,3757,4/1/2020,bronze
S3149934U,Kristo Boustead,Barbados,kbousteadh6@vk.com,(429) 5784463,member,VWwqQg,5137594148,27570,28528,1/15/2020,bronze
S2043298V,Charis Seago,Iran,cseagoh7@printfriendly.com,(740) 9525696,member,fgZnqQrCqn,3562604459,33935,20207,11/22/2020,silver
S3213531R,Roseann Portch,China,rportchh8@unc.edu,(223) 5030619,non-member,alLdzhcxHlIs,0515393843,36923,32456,2/27/2019,bronze
S8337053Y,Mildrid Chinnock,South Africa,mchinnockh9@bloomberg.com,(909) 9580392,non-member,aKerlgac4sIC,3754918842,37414,25119,2/12/2020,silver
S3568274O,Marthe Dyers,Japan,mdyersha@comcast.net,(311) 9343548,member,uGY0D7g1,1603570497,34194,24169,10/8/2018,silver
S4801847G,Nathanial Warlock,Cuba,nwarlockhb@wisc.edu,(215) 7253308,non-member,FP2LMFWmc13,0479272654,6573,20689,9/19/2020,silver
S4587049P,Rocky Loughton,Indonesia,rloughtonhc@craigslist.org,(799) 6469899,member,VuY9z7M,5336128031,88,29095,10/26/2019,gold
S2355841K,Cory Janku,Uruguay,cjankuhd@printfriendly.com,(504) 8300065,non-member,zKFYIQcO1Nf,3623949221,26809,19940,4/26/2019,gold
S8281554C,Chelsey Quarrell,Russia,cquarrellhe@unesco.org,(608) 2296764,member,U97VapnSO,6512888456,11172,29499,11/1/2018,gold
S1661477J,Isak Labbati,China,ilabbatihf@dropbox.com,(509) 1437607,member,4cwMFKUaTBXO,4351673621,4025,18513,8/25/2019,silver
S0238773W,Lionello Mutton,Indonesia,lmuttonhg@facebook.com,(540) 8336814,non-member,X5UCxDmArnBI,1004852533,3916,28893,11/4/2020,bronze
S9290076E,Dot Sander,Poland,dsanderhh@qq.com,(522) 1328064,member,A8f0S7w,9222687884,18756,20545,11/11/2020,silver
S2156118U,Ethyl Bridgland,Albania,ebridglandhi@xing.com,(925) 8428938,non-member,s0YvzkaU,4292079013,16549,27344,1/16/2019,silver
S4926208W,Brockie Luesley,Panama,bluesleyhj@wordpress.com,(298) 7789158,non-member,sjbPmNnlPa5,8137336966,4759,29708,10/30/2020,gold
S0846692U,Alvira Werndley,Russia,awerndleyhk@illinois.edu,(491) 6359404,non-member,a6I0DcNvKm6K,4980958737,4729,21350,1/27/2019,bronze
S6831196F,Lammond Mourgue,Indonesia,lmourguehl@desdev.cn,(434) 9139581,non-member,YJCayz,6797700078,10254,30951,4/8/2019,gold
S9031726J,Madelina Piens,Russia,mpienshm@cisco.com,(535) 6876969,non-member,nn6DTQmJQZw,3648225863,34850,11880,10/24/2018,silver
S5019609M,Shay Glawsop,Afghanistan,sglawsophn@youtube.com,(882) 1890698,non-member,80Sstg,2686740914,7751,39768,11/27/2019,bronze
S3770898C,Teodoor Kenaway,Japan,tkenawayho@about.com,(381) 8711881,member,OOHgr5M6,8803456899,21316,29264,11/20/2020,bronze
S1778073Y,Bev Lankester,Philippines,blankesterhp@tiny.cc,(431) 7242163,non-member,oCn55f,7705964201,4725,422,6/17/2019,gold
S8615930Z,Lyndel Deehan,Colombia,ldeehanhq@engadget.com,(556) 6652405,member,0RcxzB34tZ,8572247653,35038,37889,10/10/2020,gold
S2883698M,Lishe Kennewell,China,lkennewellhr@examiner.com,(433) 9574590,member,PJvuDX,8949850788,12827,24150,2/15/2020,silver
S7777567Y,Kin Kimbly,Thailand,kkimblyhs@hostgator.com,(447) 2685008,member,3QDMwCWDgb,4094123520,6646,25769,7/4/2020,gold
S9008568Q,Kessiah Clarke-Williams,Japan,kclarkewilliamsht@ucoz.com,(684) 7538497,non-member,vDGEmZjw,5145664931,20689,3369,11/3/2019,gold
S0958669O,Giordano McCallion,Spain,gmccallionhu@twitpic.com,(701) 6227386,member,K2wak6R,6142251874,3475,22795,11/8/2018,bronze
S7320777L,Vivian Lukianovich,Russia,vlukianovichhv@chicagotribune.com,(325) 2310470,member,b2U3tI,8973359452,28207,31297,1/20/2019,gold
S8924877V,Cyrillus Leil,Armenia,cleilhw@bloglovin.com,(442) 2286529,non-member,f05nwl8jPT,4397294658,24145,27947,10/4/2020,bronze
S3675828I,Nerte Chatwood,China,nchatwoodhx@surveymonkey.com,(727) 9026905,non-member,BEkW7mHpc,8850664230,26210,20437,3/4/2019,bronze
S0644112K,Orsa Sorrel,China,osorrelhy@printfriendly.com,(392) 5325059,non-member,MLXTrclp,1135453276,7716,24308,4/30/2019,silver
S9997463H,Roddie Adame,Afghanistan,radamehz@theguardian.com,(747) 1795718,member,HJJ6kwEF9g,3759991157,26006,3992,4/28/2020,gold
S1374790D,Stavro Astbery,China,sastberyi0@csmonitor.com,(900) 6990511,member,k5152sA,5601278695,5999,16972,9/21/2020,silver
S2871690O,Catha Stuckford,Japan,cstuckfordi1@hp.com,(163) 9616478,member,Iw0ytEwxcd2r,4513241047,25499,14968,10/28/2018,silver
S8971298G,Orelee Warburton,Sweden,owarburtoni2@g.co,(635) 9583576,member,oWB0X5fXNjp,0889416842,3912,24895,9/30/2020,bronze
S5578479Q,Peadar Reynoollds,Russia,preynoolldsi3@google.com,(576) 7127647,non-member,MpP403bHM,7565099147,35778,25213,6/1/2020,gold
S7944087A,Royal Hazelden,Russia,rhazeldeni4@marriott.com,(231) 3800373,member,pJeBEomIogm,2111723630,5801,31002,2/2/2020,bronze
S0553755G,Beitris Iacobetto,China,biacobettoi5@ibm.com,(821) 2700303,member,DQDxBzcp,1831081865,19592,15751,11/7/2018,gold
S8758092C,Lorry Ching,Malaysia,lchingi6@home.pl,(211) 6649351,member,S6qNmn6yVMrI,0948603607,13333,17672,5/6/2019,bronze
S6467841P,Tadeas Lethardy,Philippines,tlethardyi7@mit.edu,(739) 6681835,member,ULpikUG7,7346587480,18658,3427,12/27/2018,gold
S7121844N,Sidoney Bruinemann,Luxembourg,sbruinemanni8@youku.com,(488) 9630224,non-member,NtZi0zf,9514215869,17455,7616,5/17/2019,gold
S4782188P,Luelle Siemens,Pakistan,lsiemensi9@vk.com,(433) 3128618,non-member,BQqUD1ng,0642881588,27001,7571,10/3/2018,silver
S7973984S,Arlan Breslau,China,abreslauia@usatoday.com,(345) 2257850,member,SRIsA9,3389563881,39862,25999,5/9/2020,bronze
S9119219L,Addie Burfitt,Tunisia,aburfittib@ucla.edu,(987) 3510646,non-member,2fqZtG,4755420806,20418,20852,2/12/2019,gold
S2262931U,Temp Abercromby,Myanmar,tabercrombyic@bizjournals.com,(847) 6268923,member,gAxjFx,0598743499,13083,29706,12/24/2020,silver
S2248959E,Genevra Blampied,Poland,gblampiedid@vistaprint.com,(918) 6688940,member,ckBFudq2p9,4838403089,30853,23263,12/25/2020,bronze
S2671602H,Natka Fowles,China,nfowlesie@rambler.ru,(159) 9957367,non-member,shY29pN5S,9770583189,37697,3785,11/11/2020,gold
S7082674G,Demetre Bleaden,Pakistan,dbleadenif@theglobeandmail.com,(243) 8993438,non-member,9lU9qfRXO48,7129943572,29638,34611,11/24/2019,gold
S7531321N,Elizabeth Harrigan,Philippines,eharriganig@washingtonpost.com,(301) 5961791,non-member,ippUf5Vxb,8451237983,10117,13513,12/24/2020,bronze
S5594513N,Page Lohmeyer,Peru,plohmeyerih@pen.io,(330) 9056047,non-member,tPWBWnO0Nmme,5543399146,33467,4321,4/6/2020,bronze
S2986223Z,Tobi Howood,Macedonia,thowoodii@jalbum.net,(460) 6155281,non-member,pDS6yp3,2416420526,21637,21668,4/7/2020,bronze
S4791797M,Della Giovanetti,China,dgiovanettiij@slashdot.org,(889) 7924233,member,8huQcVAsO0,5629992686,23530,34034,5/9/2019,bronze
S0282628Y,Marlane McKenny,Russia,mmckennyik@ibm.com,(435) 1177495,non-member,GGfkKGV1m3Qz,5917429707,14996,36806,5/10/2019,gold
S7003061H,Georgette Gribbell,Indonesia,ggribbellil@npr.org,(346) 3457167,member,xL7R0ynaaIe,0154549525,7023,3002,12/14/2018,bronze
S4664311A,Kerk Sponer,Portugal,ksponerim@miitbeian.gov.cn,(271) 3948378,non-member,7Ow76TyvJ,9360663670,36805,26838,10/29/2018,gold
S5081681A,Izzy Silverson,Turkmenistan,isilversonin@disqus.com,(106) 4547056,member,wcMMXJVGJwxu,9604130161,21533,23857,5/13/2019,silver
S8365034H,Fonzie Bottoner,Russia,fbottonerio@t.co,(350) 3175627,member,phJ1dL,7903851527,11472,23547,8/17/2020,gold
S7940533C,Pattie Cadogan,Paraguay,pcadoganip@nps.gov,(571) 3540573,member,k4AMhy,7699864247,27100,38225,9/10/2019,gold
S1501322J,Alaric Deniskevich,Dominica,adeniskevichiq@globo.com,(869) 4603948,non-member,94GVoqtXkp,9364077687,16587,10454,8/13/2019,gold
S6348784I,Lizbeth Ord,China,lordir@salon.com,(941) 5327056,non-member,3ssn07tfz4g,8036672715,6942,18010,12/3/2020,gold
S6828124M,Alexa Grievson,Vietnam,agrievsonis@gmpg.org,(428) 4139894,member,U5nmYTd5KLqq,3798529019,2419,14687,7/15/2019,silver
S6582385B,Johny Dikelin,China,jdikelinit@g.co,(402) 5665597,member,bbkCVTrxDcK,9802924202,30047,6235,3/14/2019,bronze
S3162043H,Rhoda Le Clercq,South Korea,rleiu@privacy.gov.au,(886) 2511655,non-member,m44fsi5E,6162353931,24245,36960,1/10/2020,silver
S5589010T,Belia Morrow,Brazil,bmorrowiv@topsy.com,(505) 3518292,non-member,xlmH1vBO,6363440807,30883,8185,5/21/2020,silver
S7363206U,Laurie Kippins,Ukraine,lkippinsiw@barnesandnoble.com,(826) 7724539,member,5qTsZRO8S6,1611518113,22525,36280,2/24/2019,gold
S6030197R,Hortensia Danilevich,Colombia,hdanilevichix@google.com.br,(335) 8046182,member,CizdRtuxKpEg,4354649691,36864,2436,2/10/2020,bronze
S9486226T,Nanni Gieves,Indonesia,ngievesiy@nih.gov,(115) 5814693,member,31wadvfy6k,1855268450,5604,28840,8/9/2019,bronze
S8574528R,Whitby Mardle,Venezuela,wmardleiz@imgur.com,(422) 6096380,member,es4a0ghqz,5304303113,37037,29047,2/27/2020,gold
S1745512J,Selene MacMychem,Ethiopia,smacmychemj0@cloudflare.com,(750) 1302947,member,Gp7mHu7TvyM,6016140236,18683,16751,10/21/2018,bronze
S6717246T,Guilbert Barker,Russia,gbarkerj1@vk.com,(431) 4588053,member,2xE8bKS,5682775775,16112,32227,9/1/2020,bronze
S8786288F,Elora Connell,Spain,econnellj2@ifeng.com,(800) 5820165,non-member,yODdv7tdmoH,6669879687,18965,36681,6/5/2020,silver
S8971372Z,Anthiathia Dearnaly,Lithuania,adearnalyj3@sbwire.com,(239) 8720121,non-member,o1k6w5,1054377960,21178,15298,1/3/2020,silver
S7394542G,Mandi Spensly,China,mspenslyj4@sfgate.com,(725) 1071603,non-member,EKCdd8HC,5493938448,16585,20367,5/12/2020,silver
S8120642E,Dory Tremollet,Philippines,dtremolletj5@soundcloud.com,(372) 9977184,non-member,WNJR6erGD,2351470389,35424,34020,11/24/2020,gold
S5981100V,Deeann Cordier,Niger,dcordierj6@yandex.ru,(200) 6376947,non-member,UJbaJ260c,9776092489,16860,4073,4/24/2020,silver
S4437070L,Isabelita Nicklinson,Azerbaijan,inicklinsonj7@mashable.com,(228) 4368333,member,fhwSQCnqjA,6000075561,9957,30934,5/30/2019,bronze
S0148636V,Fanchette Camidge,Philippines,fcamidgej8@jimdo.com,(843) 7020379,member,RrZzQVRItz8u,4187174249,18353,3255,11/25/2020,bronze
S0097923P,Beilul Whimp,Jordan,bwhimpj9@mapquest.com,(865) 1309054,non-member,obYBon0H,0138148953,15486,36070,8/18/2019,bronze
S9718721N,Berti Cicchelli,Ecuador,bcicchellija@unblog.fr,(353) 1833069,non-member,WDqqAoI,2143246951,16490,11641,5/25/2020,silver
S6076946F,Art Reeve,Venezuela,areevejb@bizjournals.com,(706) 6988471,non-member,RfOGCpsc9lY,7581565726,27569,13435,12/21/2020,bronze
S6937058O,Leo Ucchino,China,lucchinojc@thetimes.co.uk,(587) 1546728,member,gcAot6,7490445655,1428,16769,12/1/2018,silver
S7917584H,Donnie Lande,Nigeria,dlandejd@photobucket.com,(700) 9372305,non-member,P2XILj,5707197524,26356,37507,7/18/2020,gold
S3992999V,Katrinka Draysey,China,kdrayseyje@engadget.com,(750) 1575762,member,j7FY02ZN,8677932828,26790,17092,11/23/2018,gold
S4302511O,Percival Waterdrinker,Greece,pwaterdrinkerjf@abc.net.au,(543) 8366941,member,NMKHmy7W,1531809774,34626,8370,10/26/2018,bronze
S9798207K,Reynold Ettridge,China,rettridgejg@e-recht24.de,(694) 3705962,non-member,zFWS3rp,9300811347,28517,39917,8/19/2020,bronze
S5477461J,Tobi Yankishin,Indonesia,tyankishinjh@cornell.edu,(718) 2545761,non-member,Nh3TpC,0224436031,35532,3059,12/3/2018,bronze
S0757850E,Laughton Hanlin,Portugal,lhanlinji@newyorker.com,(151) 1648996,member,P0A2PdpW,2271038901,9270,12667,10/20/2020,bronze
S1083797O,Lissy Puttrell,Japan,lputtrelljj@amazon.de,(279) 7849090,non-member,mvaorffNVD,7720841697,10972,5775,8/22/2020,gold
S7361257M,Berget Brookfield,Poland,bbrookfieldjk@archive.org,(667) 8284030,member,rVOPcFXb,4354995107,31499,32413,9/9/2020,gold
S7422602L,Mohandas Bourgaize,Niger,mbourgaizejl@wired.com,(194) 7565603,non-member,ommguUexza3,1957827300,36487,29064,8/16/2019,silver
S9856035Q,Sibby Farguhar,Thailand,sfarguharjm@parallels.com,(944) 7735446,non-member,9VCfuyTR,9321093796,1020,3096,2/9/2019,silver
S8173613C,Ulises Kintish,Netherlands,ukintishjn@gnu.org,(771) 7544884,member,O8EXEAybvw,4065607132,15048,3833,2/8/2019,gold
S5869581R,Hanny Jorgesen,Democratic Republic of the Congo,hjorgesenjo@bigcartel.com,(524) 6879593,non-member,QwtI1rSPgx,3484787406,30729,30324,4/27/2020,gold
S4196864R,Chadd Matovic,China,cmatovicjp@cbc.ca,(428) 4383131,member,7UFHRG,4949642235,21401,38035,12/24/2018,bronze
S5035400F,Fletcher Warrell,France,fwarrelljq@walmart.com,(255) 2119688,member,IXWsUca,5529885004,23012,34442,3/11/2019,bronze
S0562528J,Elwira Lamy,China,elamyjr@npr.org,(313) 1140025,non-member,2tuGtbHphJ,5696133762,29034,35290,2/9/2019,bronze
S6953262D,Violetta Everil,China,veveriljs@paginegialle.it,(508) 7137213,non-member,KYyVnOqbjEsA,8059267647,34329,27718,11/24/2019,bronze
S3364640E,Lynelle Simoni,China,lsimonijt@csmonitor.com,(156) 8728714,member,PViiIhc2,9847466254,39249,19652,4/25/2020,silver
S0491292V,Alicia Daish,Sweden,adaishju@merriam-webster.com,(626) 5262023,non-member,Nf7Y9L6Z4,4599008818,23941,4443,4/7/2019,gold
S4313004Z,Esteban Keynes,Cameroon,ekeynesjv@timesonline.co.uk,(326) 8425871,member,3jrC9bYMNc,9886038012,15484,12777,11/17/2018,bronze
S8595051J,Beatrice Gash,China,bgashjw@bizjournals.com,(975) 4977069,non-member,uY3Fq69CIT,1698977239,24831,21110,6/25/2019,gold
S0051342G,Curran Draijer,Philippines,cdraijerjx@netlog.com,(930) 9521773,member,ulBlsOqs4S,6281532937,6190,39478,1/13/2019,silver
S3751896L,Ewell Kittman,Czech Republic,ekittmanjy@theglobeandmail.com,(182) 1731767,non-member,LXUpML,1965938450,13814,6897,1/3/2020,bronze
S6034134L,Ketty Sponer,Poland,ksponerjz@usgs.gov,(658) 6540976,member,CGkGHyd7,1307886620,5242,12863,5/11/2020,gold
S0050440S,Jessamine Ragge,Indonesia,jraggek0@ebay.co.uk,(388) 6087554,member,fe1VGim,1364691140,35000,14297,7/8/2019,silver
S6783044D,Donall Hasnney,Turkey,dhasnneyk1@netlog.com,(784) 1052636,member,GoDAOvR1npW,6615416271,39186,619,10/24/2018,gold
S3745128M,Hakeem Savory,Georgia,hsavoryk2@google.cn,(279) 3505461,member,Oy8NC3xqR,2259234364,13982,26817,1/3/2020,bronze
S9839708E,Wiley Schober,Philippines,wschoberk3@storify.com,(757) 3913510,member,4DLAL1UoEvp,7221150257,2407,39546,3/19/2019,gold
S5325155R,Hunfredo Blatherwick,Russia,hblatherwickk4@sbwire.com,(327) 9454094,member,ggWlFcI,0991135903,6399,26556,11/24/2019,gold
S9264581W,Sarina Tarbatt,Venezuela,starbattk5@java.com,(521) 4059360,non-member,mnYlFX,6241503898,21271,18388,8/15/2020,gold
S9544286W,Murvyn Spencook,Czech Republic,mspencookk6@nifty.com,(149) 1989854,member,DJ7WpqW98qm,1928736777,8837,26609,10/11/2018,bronze
S5207818H,Britt Chidgey,France,bchidgeyk7@census.gov,(387) 3523862,non-member,NXYOsJesIF,0103706674,34391,33741,11/14/2018,bronze
S0440304A,Reinwald Maslen,Ivory Coast,rmaslenk8@instagram.com,(414) 4524515,member,Q2ZbKk,3615252780,20937,36403,11/24/2020,gold
S6596675L,Jonathan Finlay,China,jfinlayk9@google.com.br,(130) 9868353,member,YP29tgwltoi5,4317330504,16641,37730,11/24/2019,gold
S4845718G,Alverta Kinsley,Russia,akinsleyka@multiply.com,(213) 4725392,member,facaS8HHus,5439334807,19417,5605,2/15/2019,silver
S5949195G,Marylin Weaben,Serbia,mweabenkb@hibu.com,(395) 3104443,member,kSKkPJpEE6V,9459914497,5883,5789,11/30/2018,gold
S3163063K,Alfy Bielby,South Korea,abielbykc@weather.com,(970) 9345183,member,Hkn0jy,4066811272,33443,5844,11/6/2018,gold
S4906958T,Dylan Hedley,Spain,dhedleykd@bloglines.com,(471) 6911104,non-member,YAtfMw,0564703486,11161,30465,1/24/2019,silver
S1554236W,Cobby Kingswoode,Poland,ckingswoodeke@tmall.com,(672) 3807955,non-member,lW9Te7,9879263529,178,4545,4/20/2020,gold
